"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL435";"HYDROCHLOROTHIAZIDE";"4";"297.75";"0";"-0.35";"HYDROCHLOROTHIAZIDE";"NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O";"Inhibition index";"'='";"0.05586";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1009";"LEVODOPA";"4";"197.19";"0";"0.05";"Levodopa";"N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O";"Inhibition index";"'='";"-0.008759";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1200979";"DEXPANTHENOL";"4";"205.25";"0";"-1.14";"(D)-Panthenol";"CC(C)(CO)[C@@H](O)C(=O)NCCCO";"Inhibition index";"'='";"0.03802";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL4303422";"";"0";"277.24";"0";"-0.29";"Ethambutol dihydrochloride";"CC[C@H](CO)NCCN[C@H](CC)CO.Cl.Cl";"Inhibition index";"'='";"0.01747";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1713";"CHLORPROMAZINE HYDROCHLORIDE";"4";"355.33";"0";"4.89";"Chlorpromazine hydrochloride";"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl";"Inhibition index";"'='";"-0.1318";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1364551";"MINAPRINE HYDROCHLORIDE";"4";"371.31";"0";"2.20";"Minaprine dihydrochloride";"Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl";"Inhibition index";"'='";"0.2144";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL701";"BACLOFEN";"4";"213.66";"0";"1.86";"BACLOFEN";"NCC(CC(=O)O)c1ccc(Cl)cc1";"Inhibition index";"'='";"-0.006323";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL350343";"DIPLOSALSALATE";"0";"300.27";"0";"2.53";"Acetylsalicylsalicylic acid";"CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O";"Inhibition index";"'='";"0.08688";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1659";"CHLORPHENIRAMINE MALEATE";"4";"390.87";"0";"3.82";"Chlorpheniramine maleate";"CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O";"Inhibition index";"'='";"0.1736";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1200596";"CHLOROXINE";"4";"214.05";"0";"3.25";"Chloroxine";"Oc1c(Cl)cc(Cl)c2cccnc12";"Inhibition index";"'='";"0.2113";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1460";"DIDANOSINE";"4";"236.23";"0";"-0.21";"Didanosine";"O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1";"Inhibition index";"'='";"0.1324";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL696";"ETHOSUXIMIDE";"4";"141.17";"0";"0.45";"ETHOSUXIMIDE";"CCC1(C)CC(=O)NC1=O";"Inhibition index";"'='";"0.1934";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1200425";"PARGYLINE HYDROCHLORIDE";"4";"195.69";"0";"1.75";"Pargyline hydrochloride";"C#CCN(C)Cc1ccccc1.Cl";"Inhibition index";"'='";"0.1628";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1731448";"";"0";"400.27";"0";"0.93";"Scopolamin-N-oxide hydrobromide";"Br.C[N+]1([O-])[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21";"Inhibition index";"'='";"0.1142";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL2107431";"LYNESTRENOL";"3";"284.44";"0";"4.31";"Lynestrenol";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C";"Inhibition index";"'='";"-0.1212";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL976";"PRAZIQUANTEL";"4";"312.41";"0";"2.53";"Praziquantel";"O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1";"Inhibition index";"'='";"0.2207";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL449317";"HESPERIDIN";"3";"610.57";"3";"-1.16";"Hesperidin";"COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O";"Inhibition index";"'='";"0.05106";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL4303577";"";"0";"1664.92";"None";"None";"Thiostrepton";"C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@H]3c4csc(n4)[C@H]4NC(=O)c5csc(n5)[C@H]([C@@](C)(O)[C@@H](C)O)NC(=O)[C@H]5CSC(=N5)/C(=C\C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c5csc(n5)[C@]3(CC2)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@H](C(C)CC)N[C@@H]2C=Cc3c([C@H](C)O)cc(nc3[C@H]2O)C(=O)O[C@@H]4C)n1)C(N)=O";"Inhibition index";"'='";"0.1728";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL2104298";"EPROBEMIDE";"0";"282.77";"0";"1.79";"Eprobemide";"O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1";"Inhibition index";"'='";"0.09047";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1697829";"CEFTEZOLE";"0";"440.49";"1";"-0.94";"Ceftezole";"O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12";"Inhibition index";"'='";"0.4005";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1201112";"NELARABINE";"4";"297.27";"0";"-1.97";"Nelarabine";"COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O";"Inhibition index";"'='";"0.6107";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL4303570";"";"0";"387.78";"0";"4.07";"Homochlorcyclizine dihydrochloride";"CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl.Cl";"Inhibition index";"'='";"-0.1058";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL552659";"FLUNARIZINE HYDROCHLORIDE";"4";"477.43";"1";"5.39";"Flunarizine dihydrochloride";"Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1";"Inhibition index";"'='";"-0.05463";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1448187";"FLUPHENAZINE HYDROCHLORIDE";"4";"510.45";"0";"4.31";"Fluphenazine dihydrochloride";"Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1";"Inhibition index";"'='";"-0.1689";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1315633";"";"0";"365.24";"0";"-1.86";"Adenosine 5'-monophosphate monohydrate";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O";"Inhibition index";"'='";"0.1161";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1200667";"ENCLOMIPHENE CITRATE";"3";"598.09";"1";"6.56";"(Z,E) Clomiphene citrate";"CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O";"Inhibition index";"'='";"-0.09776";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL4303678";"";"0";"820.94";"0";"2.14";"Oxantel pamoate";"CN1CCCN=C1/C=C/c1cccc(O)c1.CN1CCCN=C1/C=C/c1cccc(O)c1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O";"Inhibition index";"'='";"-0.0134";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1534";"RIBOFLAVIN";"4";"376.37";"0";"-1.72";"Riboflavine";"Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C";"Inhibition index";"'='";"0.1711";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1087630";"OXIBENDAZOLE";"0";"249.27";"0";"2.53";"oxibendazole";"CCCOc1ccc2[nH]c(NC(=O)OC)nc2c1";"Inhibition index";"'='";"0.02896";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1200964";"AMITRIPTYLINE HYDROCHLORIDE";"4";"313.87";"0";"4.17";"Amitryptiline hydrochloride";"CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl";"Inhibition index";"'='";"0.7185";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
